Customer_Number,Offer_Accepted,Income_Level,Bank_Accounts_Open,Overdraft_Protection,Credit_Rating,Credit_Cards_Held,Homes_Owned,Household_Size,Own_Your_Home,Average_Balance
3179,0,2,1,0,3,1,1,4,0,905.00
3180,0,2,1,0,2,2,1,2,1,1023.25
3181,0,2,1,1,3,1,1,4,0,713.75
3182,0,2,1,0,2,4,1,1,1,861.25
3183,0,2,3,0,1,2,1,5,1,884.50
3184,0,2,1,0,2,3,1,4,0,1031.25
3185,0,2,1,0,1,2,3,3,1,1010.00
3186,0,2,1,0,1,2,1,4,1,779.75
3187,0,3,2,0,1,2,1,3,1,350.25
3188,0,1,1,0,1,1,1,4,0,1050.75
3189,0,2,1,0,3,3,1,3,0,709.75
3190,0,2,1,0,3,2,1,4,0,1053.25
3191,0,2,1,0,2,2,2,3,0,881.25
3192,0,2,1,0,2,1,1,3,0,329.50
3193,0,1,1,0,3,1,1,2,1,243.25
3194,1,3,1,1,3,2,1,3,0,716.75
3195,0,2,1,0,3,3,2,3,1,1151.25
3196,0,2,1,0,3,2,1,3,1,1123.00
3197,0,3,2,0,1,1,2,2,1,1081.00
3198,0,3,1,0,1,1,1,4,0,970.25
3199,0,1,2,0,1,1,2,4,0,1225.00
3200,0,1,2,1,2,3,1,5,0,1186.25
3201,0,2,1,0,1,2,1,2,0,1225.00
3202,0,1,2,0,3,2,1,4,1,1030.00
3203,0,2,1,0,1,1,1,2,1,1083.00
3204,0,1,1,0,1,2,1,3,1,1086.25
3205,0,2,1,0,1,2,1,4,1,1209.00
3206,1,2,1,1,3,1,1,2,0,952.00
3207,0,2,1,0,2,1,1,4,1,1057.25
3208,0,3,1,0,1,2,1,3,1,261.00
3209,0,3,1,0,3,2,2,1,1,304.00
3210,0,1,1,0,2,1,1,5,1,1086.00
3211,0,2,2,1,2,2,1,4,0,681.00
3212,0,2,1,1,3,1,1,1,0,753.25
3213,0,2,1,0,2,1,2,4,1,362.75
3214,0,2,2,0,3,3,1,3,1,266.00
3215,0,2,1,1,3,1,1,4,0,1143.50
3216,0,2,3,0,1,1,2,2,1,1065.50
3217,0,1,1,0,3,3,1,5,0,146.75
3218,0,2,1,0,3,1,1,4,1,789.25
3219,0,3,1,0,3,1,2,4,1,686.25
3220,0,2,1,0,3,1,1,5,1,1004.00
3221,0,2,2,0,2,2,1,5,0,712.00
3222,0,3,1,1,2,1,2,3,1,138.75
3223,0,3,2,0,1,3,1,3,1,1188.25
3224,0,2,1,0,2,1,1,3,1,1178.00
3225,0,2,1,0,3,2,1,5,0,797.50
3226,0,3,2,1,3,3,1,2,1,1497.75
3227,0,2,2,0,3,2,1,2,1,998.25
3228,1,3,1,0,2,3,1,4,1,181.00
3229,0,3,1,0,3,1,2,5,1,1095.00
3230,0,1,1,0,3,3,1,5,0,1058.25
3231,0,2,1,0,1,2,1,2,1,1086.25
3232,0,2,1,0,3,1,1,2,0,902.25
3233,0,3,2,0,1,2,1,2,1,262.75
3234,0,2,2,0,1,4,1,6,1,1196.00
3235,0,1,1,0,1,2,1,4,1,1212.00
3236,0,2,2,1,3,2,1,3,0,1056.75
3237,0,3,1,0,2,1,1,4,1,1032.50
3238,0,3,3,0,2,3,2,5,1,583.75
3239,0,2,2,0,3,2,1,3,1,761.75
3240,0,3,2,0,1,2,1,6,1,908.50
3241,0,2,1,0,1,2,1,3,0,1160.75
3242,0,1,1,0,1,1,1,4,1,1420.50
3243,0,3,2,0,2,1,2,2,1,981.25
3244,1,2,1,0,3,2,2,3,0,898.50
3245,0,2,1,0,2,1,1,6,1,1199.25
3246,0,2,1,0,1,1,1,3,1,937.75
3247,0,1,2,0,1,1,2,3,0,645.25
3248,0,2,1,0,1,1,1,5,1,148.50
3249,0,1,1,0,2,1,1,3,1,255.50
3250,0,3,1,0,1,2,1,3,0,925.75
3251,0,1,1,0,3,1,1,3,1,772.75
3252,0,2,1,0,3,1,2,6,1,1313.50
3253,0,3,1,0,3,2,2,4,0,1282.00
3254,0,1,1,0,1,3,1,6,1,1096.25
3255,0,2,1,0,2,3,2,4,1,807.25
3256,0,2,1,0,2,2,1,2,0,1117.00
3257,0,1,1,1,3,1,1,3,1,1150.00
3258,0,3,1,0,3,1,1,3,1,796.25
3259,0,2,1,0,2,2,1,2,1,637.50
3260,0,3,2,0,2,2,1,4,1,1261.75
3261,0,2,1,0,3,1,2,3,1,240.75
3262,0,2,1,0,2,2,1,6,0,1108.25
3263,0,2,1,0,2,2,1,2,1,1230.00
3264,0,2,1,0,2,1,1,2,1,270.00
3265,0,2,1,0,2,2,1,3,0,768.75
3266,0,2,1,0,1,2,1,4,1,1825.75
3267,0,1,1,0,2,1,1,4,1,833.00
3268,0,1,1,0,1,2,1,3,1,984.50
3269,0,2,2,0,3,2,1,5,1,1045.75
3270,0,3,1,0,2,2,2,3,1,794.50
3271,0,3,1,0,2,2,2,3,1,1080.75
3272,0,2,1,1,3,1,1,3,1,1174.75
3273,0,1,1,0,2,2,2,4,1,176.25
3274,0,2,2,0,2,2,1,4,1,955.00
3275,0,1,1,0,3,2,1,4,1,754.75
3276,0,3,1,0,1,3,2,4,0,1253.75
3277,0,2,2,0,2,2,1,3,1,1064.50
3278,0,2,1,0,2,2,1,4,1,273.75
3279,0,2,1,0,3,4,1,4,0,1129.75
3280,0,3,2,0,1,3,1,4,0,652.00
3281,0,3,2,0,2,1,1,3,0,972.50
3282,0,1,2,1,1,2,1,3,1,1114.25
3283,0,2,1,0,3,1,1,3,1,1354.00
3284,0,1,2,0,1,2,1,3,1,896.00
3285,0,2,2,0,2,1,1,4,1,743.50
3286,0,1,1,0,3,2,1,3,0,708.75
3287,0,2,1,0,3,2,1,4,1,693.75
3288,0,1,1,1,3,2,2,5,1,936.25
3289,0,3,1,0,3,2,1,4,1,1123.00
3290,0,1,1,0,3,3,1,2,1,943.25
3291,0,3,1,0,3,1,1,1,1,1076.50
3292,0,2,1,0,1,2,2,2,1,1018.00
3293,0,2,2,0,1,1,1,3,1,1210.00
3294,0,1,1,0,2,1,3,3,0,1217.00
3295,0,2,1,1,1,3,2,5,0,886.50
3296,0,2,1,1,2,4,2,3,0,931.00
3297,0,2,3,0,2,3,1,3,1,1203.75
3298,0,2,1,0,1,2,2,3,1,1026.00
3299,0,2,2,0,2,1,2,2,1,869.75
3300,0,2,1,0,3,1,1,4,0,709.75
3301,0,3,2,0,3,3,1,2,1,1217.50
3302,0,1,1,0,1,1,1,4,1,1036.00
3303,0,2,1,0,2,1,1,4,1,171.00
3304,0,2,1,0,1,1,2,2,1,1129.75
3305,0,2,2,0,1,1,1,6,1,992.25
3306,0,3,1,0,1,2,1,6,0,739.25
3307,0,2,1,0,3,2,1,3,1,1389.00
3308,0,3,1,0,2,4,1,3,1,1433.25
3309,0,2,2,0,1,2,1,3,0,974.00
3310,0,2,1,0,1,2,1,2,1,833.00
3311,0,1,1,0,2,2,1,3,0,124.25
3312,0,1,1,0,2,1,1,4,0,1663.00
3313,0,2,1,0,3,2,1,3,0,891.00
3314,0,2,1,0,3,1,1,5,1,934.00
3315,0,2,1,0,2,1,2,4,0,884.75
3316,0,2,1,0,1,2,2,3,0,1003.00
3317,0,2,1,1,1,1,1,5,1,760.25
3318,0,2,1,0,1,3,1,1,1,1161.25
3319,0,1,1,0,2,1,1,6,0,1051.75
3320,0,2,1,0,2,1,1,2,0,187.75
3321,0,1,1,0,1,2,1,3,0,1034.00
3322,0,2,1,0,3,1,1,5,1,1114.50
3323,0,3,1,1,3,2,1,4,0,581.50
3324,0,2,1,0,1,2,1,3,1,958.00
3325,0,2,1,0,3,2,3,4,0,1028.75
3326,0,2,1,0,1,3,2,3,1,1011.25
3327,0,3,2,0,1,3,1,3,0,1124.25
3328,0,2,1,0,3,1,1,3,1,1095.00
3329,0,2,1,1,1,3,1,4,1,1071.00
3330,0,2,1,0,2,2,1,5,1,1078.50
3331,0,2,2,0,3,1,1,4,0,1012.25
3332,0,2,1,0,2,1,1,3,1,923.00
3333,1,1,1,0,2,3,1,4,1,1017.00
3334,0,2,1,0,1,3,1,3,1,1012.75
3335,0,2,1,1,1,1,1,3,1,838.50
3336,0,1,1,0,1,1,1,3,1,856.75
3337,0,2,1,0,2,2,1,4,1,957.50
3338,0,2,1,0,2,1,1,3,1,1179.75
3339,0,2,1,1,1,2,1,2,1,835.75
3340,0,2,1,1,3,1,1,4,1,1052.00
3341,0,1,1,0,1,3,1,2,1,1197.25
3342,0,3,1,0,2,3,2,2,1,248.75
3343,0,2,1,0,1,2,1,6,1,1075.50
3344,0,2,2,0,2,2,2,2,1,1251.75
3345,0,2,2,0,1,1,1,4,1,356.50
3346,0,2,1,0,1,1,1,5,1,628.00
3347,0,2,1,0,1,3,1,2,1,1059.00
3348,0,1,1,0,3,2,2,2,1,333.25
3349,1,3,2,0,2,2,1,3,0,1145.50
3350,0,1,1,0,3,1,1,2,0,844.75
3351,1,3,1,0,2,2,1,5,1,879.00
3352,0,1,2,0,3,2,1,4,0,1222.25
3353,0,2,1,1,1,1,1,4,0,1086.25
3354,0,3,2,0,1,1,1,3,1,922.75
3355,0,1,2,1,2,2,1,2,0,1004.75
3356,0,2,1,1,3,1,1,3,1,663.00
3357,0,3,1,1,2,1,1,4,1,953.75
3358,0,2,1,0,3,1,2,3,1,1012.50
3359,0,2,1,0,2,2,1,3,1,757.75
3360,0,3,2,0,3,2,1,3,0,969.75
3361,0,2,1,0,2,3,1,4,0,1173.25
3362,0,3,1,0,2,3,1,2,0,1119.00
3363,0,2,1,0,2,2,1,3,1,898.75
3364,0,3,1,0,1,2,1,4,1,1198.75
3365,0,1,1,0,1,2,2,2,1,1361.25
3366,0,2,2,0,1,2,1,3,1,260.00
3367,0,3,1,0,3,3,1,4,0,250.00
3368,0,3,1,0,1,4,1,3,0,1109.25
3369,0,2,1,1,3,2,1,3,1,832.75
3370,0,3,2,0,1,4,2,4,1,1057.25
3371,0,1,2,0,1,2,1,1,1,641.25
3372,0,1,1,0,2,2,1,4,0,1089.75
3373,0,1,2,0,2,2,1,4,1,1026.25
3374,0,3,1,0,3,3,2,2,0,1687.50
3375,1,2,1,0,3,1,1,4,1,866.50
3376,0,3,2,0,1,2,1,1,1,947.50
3377,0,2,1,0,1,1,2,6,1,1207.25
3378,0,1,1,0,2,2,1,3,1,1382.25
3379,0,1,1,1,2,3,1,4,0,1087.25
3380,0,3,1,1,2,2,1,3,0,226.25
3381,0,1,1,0,1,1,1,3,1,818.00
3382,0,1,1,0,1,3,2,4,0,876.50
3383,0,2,1,0,2,2,1,5,0,772.75
3384,0,2,2,1,2,2,1,3,1,1748.00
3385,0,3,1,0,1,4,1,4,0,729.25
3386,0,3,1,0,1,2,1,6,0,149.25
3387,0,1,1,0,1,2,3,4,1,799.25
3388,0,2,1,0,1,1,1,3,1,999.25
3389,0,3,2,1,2,2,2,4,0,1138.50
3390,0,3,1,0,1,4,1,2,1,1187.00
3391,0,2,1,0,2,1,1,3,1,964.25
3392,1,2,2,0,3,1,1,3,0,1138.75
3393,0,1,1,0,2,1,1,4,1,1289.50
3394,0,3,1,0,2,3,1,3,1,273.00
3395,0,1,1,0,2,2,1,5,0,1164.75
3396,0,2,1,0,1,2,1,2,1,1371.25
3397,0,2,1,0,1,2,1,3,0,918.00
3398,0,2,2,0,3,3,1,3,1,1141.00
3399,0,3,1,0,1,2,1,4,1,1307.25
3400,0,3,1,0,2,3,1,3,1,983.75
3401,1,3,1,0,3,2,1,3,1,1026.50
3402,0,1,1,0,1,2,2,3,1,759.50
3403,0,2,1,0,1,2,1,4,0,290.75
3404,0,1,1,0,3,3,1,4,0,278.50
3405,0,2,1,1,2,3,2,3,1,1066.75
3406,0,1,1,0,1,2,2,5,1,1328.50
3407,0,3,1,0,1,2,1,6,0,1177.00
3408,0,1,1,1,2,3,1,5,1,1326.25
3409,0,1,1,0,3,1,1,5,0,1127.00
3410,0,3,1,1,1,2,2,3,1,1221.00
3411,1,3,1,0,3,1,2,2,1,301.25
3412,0,1,1,0,1,2,1,3,0,1269.75
3413,0,2,1,0,3,1,1,4,1,1083.25
3414,0,3,1,1,3,2,2,3,0,960.00
3415,0,2,1,0,3,2,1,4,0,755.50
3416,0,2,1,0,3,2,1,3,0,1311.00
3417,0,1,1,0,2,1,1,4,0,1357.50
3418,0,2,2,0,2,1,1,5,1,1214.50
3419,1,2,1,0,3,1,1,2,0,1274.25
3420,0,3,1,1,3,1,1,4,1,1001.25
3421,0,3,2,0,3,2,2,3,0,1299.00
3422,0,2,2,0,1,2,1,2,1,885.50
3423,0,1,1,0,3,2,1,3,0,1027.75
3424,0,2,1,1,2,2,1,3,1,964.50
3425,0,1,1,0,1,2,2,4,1,1336.75
3426,0,2,1,0,1,2,1,5,0,1131.50
3427,0,3,1,1,3,1,1,2,0,1054.00
3428,0,1,1,0,1,1,1,3,0,1070.75
3429,0,1,1,0,3,1,1,4,1,1037.25
3430,0,2,1,0,1,1,2,3,1,1122.25
3431,0,1,1,0,1,2,2,1,1,302.50
3432,0,1,1,0,1,3,1,4,0,1065.50
3433,0,2,1,0,1,1,2,3,1,1431.50
3434,0,1,1,0,2,1,1,4,1,976.25
3435,0,1,2,0,1,3,1,3,1,1394.75
3436,0,3,1,0,1,1,1,2,1,1078.50
3437,0,1,1,0,2,2,1,4,1,1125.25
3438,0,3,1,0,3,2,1,4,1,1221.75
3439,0,3,1,0,2,2,1,4,1,1146.00
3440,0,1,1,0,3,2,1,4,1,1306.75
3441,0,2,2,0,2,1,1,2,0,1479.50
3442,0,1,1,0,1,2,1,2,0,969.00
3443,0,2,1,0,2,1,1,3,0,1033.50
3444,0,2,1,0,1,2,1,4,1,1192.25
3445,0,1,1,0,3,1,2,4,0,1110.00
3446,0,2,1,0,2,1,1,3,1,324.00
3447,0,2,1,0,2,2,2,2,0,1031.00
3448,0,2,1,0,3,2,2,3,1,1144.75
3449,0,1,2,0,3,2,1,3,1,1078.25
3450,0,2,1,0,1,2,1,6,1,970.00
3451,0,2,1,0,2,3,1,2,0,1396.25
3452,0,1,2,0,2,2,1,5,1,719.75
3453,0,3,1,0,2,1,1,4,1,1134.25
3454,0,3,1,0,2,2,2,4,1,1203.75
3455,0,1,1,0,3,3,1,4,1,1249.25
3456,0,2,1,1,3,2,1,4,1,1148.00
3457,0,3,2,0,2,1,1,2,1,699.75
3458,0,3,1,0,1,2,1,6,1,947.25
3459,0,1,1,0,2,2,1,3,1,1085.50
3460,1,2,1,0,3,1,1,3,0,1027.00
3461,0,3,1,0,1,1,1,3,1,1097.00
3462,0,1,1,0,2,2,1,2,1,1103.75
3463,0,3,1,1,2,2,1,4,1,1294.00
3464,0,1,1,0,2,2,1,4,0,702.50
3465,0,1,2,0,1,1,1,3,1,339.00
3466,0,2,1,0,1,2,1,4,1,919.00
3467,0,2,2,1,3,2,1,3,0,1221.25
3468,0,1,1,0,1,3,1,2,1,770.00
3469,0,2,2,0,1,1,1,4,1,1760.50
3470,0,3,1,0,3,1,1,2,1,836.50
3471,0,3,3,0,1,1,1,2,0,947.50
3472,0,2,2,0,2,2,1,4,0,1123.75
3473,0,3,2,0,1,2,1,2,1,793.75
3474,0,2,2,0,2,1,1,4,0,768.25
3475,0,2,1,0,1,2,1,6,1,273.00
3476,0,2,1,0,1,3,1,3,1,1172.25
3477,0,3,1,0,1,3,1,3,1,970.75
3478,0,1,1,0,1,2,1,4,1,1184.75
3479,0,2,1,0,2,1,1,2,1,990.50
3480,1,3,1,0,3,2,1,4,0,291.25
3481,0,2,1,0,1,2,2,3,0,1198.25
3482,0,1,3,0,1,2,1,5,1,1290.25
3483,0,1,1,0,1,3,1,2,1,1204.75
3484,0,3,2,0,2,3,1,3,0,1184.50
3485,0,2,2,1,2,1,2,3,1,1164.25
3486,0,2,1,0,3,1,1,3,1,1039.25
3487,0,2,1,0,3,3,1,2,1,1060.75
3488,0,2,2,0,2,2,1,2,1,885.75
3489,0,2,1,0,1,2,1,4,1,985.25
3490,0,2,1,0,1,1,2,2,1,782.00
3491,0,1,1,0,1,2,1,4,1,872.00
3492,1,1,1,1,3,2,2,6,1,1108.75
3493,0,1,1,0,1,3,1,4,1,1428.75
3494,0,2,1,0,3,3,1,3,0,973.25
3495,0,2,1,0,2,3,1,4,1,1371.00
3496,0,2,1,0,3,2,1,4,0,173.50
3497,0,2,2,0,3,2,1,2,1,245.00
3498,0,3,1,0,3,1,3,4,1,1516.75
3499,0,2,2,0,2,4,1,3,0,1063.25
3500,0,2,1,1,1,3,1,5,1,1297.50
3501,0,2,1,0,1,2,1,4,1,822.50
3502,0,3,1,0,1,2,1,4,0,1330.25
3503,0,2,1,0,3,3,1,4,0,843.00
3504,0,2,2,0,1,1,1,2,1,1088.00
3505,0,2,1,0,2,1,2,5,0,927.25
3506,0,2,1,0,1,2,1,3,1,997.75
3507,0,3,1,0,3,1,2,3,1,1806.75
3508,0,2,1,0,1,3,1,4,0,1040.50
3509,0,1,2,0,1,2,1,2,1,981.75
3510,0,2,1,1,2,1,3,5,1,938.25
3511,0,3,2,0,3,2,1,4,0,1093.50
3512,0,1,1,0,3,2,1,3,1,1011.75
3513,0,1,1,0,3,3,1,2,1,1197.75
3514,0,2,1,0,3,2,1,3,1,1064.00
3515,0,2,2,0,1,2,1,3,0,1659.25
3516,0,3,1,0,3,2,1,2,1,1012.75
3517,0,3,1,0,2,3,1,5,1,1100.50
3518,0,2,1,0,3,3,2,4,0,1140.00
3519,0,3,3,0,1,1,1,4,0,1772.75
3520,0,2,1,0,3,2,1,2,1,185.50
3521,0,1,2,0,2,1,1,4,0,1825.25
3522,0,2,1,0,3,2,1,3,0,874.00
3523,0,3,1,0,3,1,3,1,1,824.25
3524,0,1,2,0,2,1,1,3,1,722.50
3525,0,2,1,0,3,2,2,5,1,303.00
3526,0,1,1,0,2,2,2,4,1,989.00
3527,0,1,1,0,1,3,1,4,1,1111.25
3528,0,1,1,0,1,2,1,3,0,1915.75
3529,0,2,3,0,1,2,1,5,0,994.00
3530,0,2,2,0,1,2,1,1,1,740.25
3531,0,3,2,1,2,1,1,4,1,903.00
3532,0,2,1,0,3,2,1,5,0,996.00
3533,0,1,1,0,2,2,1,2,0,1036.75
3534,0,1,1,0,2,3,1,4,0,765.50
3535,0,2,1,0,3,2,2,6,1,1257.00
3536,0,2,1,1,2,4,3,4,1,1269.00
3537,0,2,1,0,3,1,1,5,0,1013.75
3538,0,2,2,0,3,2,1,5,1,310.75
3539,0,1,1,0,3,2,1,3,1,1053.50
3540,0,2,1,0,1,3,2,4,0,967.75
3541,0,2,2,0,2,2,1,4,1,851.75
3542,0,2,2,0,2,3,1,1,0,111.50
3543,0,1,1,0,1,3,1,4,0,1124.00
3544,0,1,1,0,2,1,1,4,1,1067.00
3545,0,1,1,1,1,1,1,4,0,1059.00
3546,0,3,2,1,3,3,1,4,1,1048.75
3547,0,2,1,0,1,1,1,5,0,776.25
3548,0,2,1,0,1,1,1,6,0,238.75
3549,0,3,1,0,3,1,1,3,1,873.25
3550,0,1,1,0,2,4,1,4,1,1252.25
3551,0,1,1,0,3,2,1,2,1,244.25
3552,0,3,1,0,2,3,1,5,1,959.50
3553,0,1,1,0,3,2,1,2,1,1101.00
3554,0,2,2,0,1,3,1,3,1,916.75
3555,0,3,1,1,1,1,1,4,1,940.00
3556,0,3,1,1,3,1,1,5,0,1020.75
3557,0,2,1,0,1,2,1,5,0,994.50
3558,0,2,1,0,2,1,1,4,1,765.25
3559,0,1,2,0,2,3,1,4,0,817.50
3560,0,1,1,0,1,2,1,4,0,756.75
3561,0,2,1,1,3,2,1,4,1,910.25
3562,0,2,1,0,3,2,1,4,1,948.75
3563,0,2,1,0,2,1,1,4,1,944.25
3564,0,2,1,0,2,2,1,4,0,1069.25
3565,0,3,1,0,1,2,1,4,0,1200.25
3566,0,2,2,0,2,2,2,4,1,1719.00
3567,0,1,1,0,2,2,1,3,1,629.75
3568,1,3,2,1,3,3,1,3,1,808.50
3569,0,2,1,0,3,2,1,3,0,1062.25
3570,0,3,1,0,2,2,1,3,1,870.25
3571,0,1,1,0,2,3,1,2,1,777.50
3572,0,1,1,0,3,4,1,2,0,1117.25
3573,0,2,1,0,1,2,1,3,1,1142.00
3574,0,3,1,0,1,1,1,3,0,725.75
3575,0,2,2,0,1,1,1,4,0,1160.00
3576,0,1,1,0,1,1,1,3,1,864.25
3577,0,2,1,0,3,2,1,5,0,1055.25
3578,0,2,2,0,3,1,1,3,0,1152.00
3579,0,3,2,0,3,1,2,4,1,1140.00
3580,0,2,1,0,1,1,1,3,1,1091.00
3581,0,2,2,0,2,2,1,5,0,635.25
3582,0,2,2,0,1,1,1,2,0,379.75
3583,0,1,2,0,3,2,1,2,1,932.75
3584,0,2,1,0,1,2,1,4,1,738.75
3585,1,3,1,0,1,2,1,3,1,1221.00
3586,0,3,1,0,2,1,1,5,1,212.75
3587,0,1,1,0,2,3,1,4,1,1037.50
3588,0,1,1,0,1,2,1,2,0,803.25
3589,0,3,1,0,3,3,2,4,0,1351.00
3590,0,3,1,0,2,2,2,2,1,1049.25
3591,0,3,1,0,1,1,1,2,0,918.00
3592,0,2,1,0,2,1,1,4,1,1002.75
3593,0,2,1,0,3,2,2,3,0,966.00
3594,0,1,2,0,3,2,2,4,1,1216.50
3595,0,2,1,0,2,3,2,4,0,398.75
3596,0,3,1,0,2,1,1,3,1,244.25
3597,0,1,1,0,3,2,1,4,1,742.50
3598,0,3,1,1,1,2,1,4,1,929.75
3599,0,2,1,0,3,1,2,5,0,731.25
3600,0,2,1,0,1,2,1,4,0,1000.00
3601,0,3,1,0,3,2,1,5,1,207.75
3602,0,1,2,0,3,2,2,4,1,119.25
3603,0,3,2,0,3,1,1,3,1,974.25
3604,0,2,2,0,3,1,2,3,0,890.00
3605,0,2,2,0,3,1,1,4,1,924.00
3606,0,3,1,0,2,1,2,1,1,1122.50
3607,0,1,1,0,1,2,2,4,0,1224.25
3608,0,1,1,0,3,3,1,3,1,811.25
3609,0,1,1,0,3,3,1,5,1,1273.00
3610,0,3,1,0,2,2,1,4,0,971.50
3611,0,2,1,0,1,1,1,4,0,933.50
3612,0,1,1,0,3,3,1,5,0,934.00
3613,1,2,2,0,2,2,1,2,1,1030.00
3614,0,2,1,0,3,2,1,5,1,1035.50
3615,0,2,1,0,1,1,1,5,1,1326.00
3616,0,1,2,0,1,3,1,5,1,705.50
3617,0,1,1,0,3,2,1,5,1,794.50
3618,0,3,1,0,2,2,2,3,1,1075.25
3619,0,3,1,0,3,2,1,3,0,980.25
3620,0,1,1,0,1,2,1,3,1,642.25
3621,0,3,1,0,2,1,1,5,0,1459.00
3622,0,1,2,0,3,2,1,3,1,268.75
3623,0,2,2,0,2,1,2,4,0,1214.50
3624,0,3,1,0,2,3,1,2,0,892.50
3625,0,2,1,0,2,2,1,4,0,1450.50
3626,0,2,1,0,3,2,1,6,0,884.00
3627,0,1,2,0,1,2,1,5,1,1315.25
3628,0,2,1,0,1,3,1,4,0,1395.00
3629,0,3,1,0,2,3,1,1,0,241.25
3630,0,3,1,0,1,1,1,4,0,993.00
3631,0,3,1,0,2,1,2,4,0,854.25
3632,0,2,2,0,2,2,1,4,1,1200.25
3633,0,1,1,0,1,3,1,3,0,718.25
3634,1,3,1,0,3,3,1,1,1,649.00
3635,0,2,2,0,1,2,1,5,0,1143.25
3636,0,2,2,0,3,2,2,3,0,1230.25
3637,0,2,1,0,1,2,1,3,1,998.00
3638,0,3,1,1,1,2,1,3,0,1140.50
3639,0,2,1,1,2,1,2,3,0,1121.25
3640,0,1,3,0,3,2,1,4,0,793.75
3641,0,3,1,0,2,2,1,5,1,954.00
3642,0,2,1,0,1,2,1,6,1,686.00
3643,0,3,1,0,2,2,2,2,1,734.50
3644,0,1,1,0,3,3,1,4,1,1658.25
3645,0,3,1,0,3,3,1,5,0,425.00
3646,0,2,2,0,1,2,1,3,1,309.50
3647,0,2,2,0,1,3,1,5,1,739.00
3648,0,3,2,0,1,3,1,2,1,811.00
3649,0,1,1,0,1,1,1,1,0,1704.25
3650,0,2,1,0,1,2,2,3,1,1442.25
3651,0,3,1,0,2,4,1,4,1,589.25
3652,0,1,1,1,3,1,1,4,1,727.50
3653,0,2,1,0,3,1,1,2,0,847.75
3654,0,2,1,1,1,2,1,4,1,1386.25
3655,0,1,1,0,2,1,1,5,1,1035.25
3656,0,2,1,0,2,1,1,3,1,944.00
3657,0,2,1,1,3,1,1,3,0,1050.00
3658,0,2,1,0,2,2,1,5,1,1062.25
3659,0,3,1,1,3,1,2,5,0,315.75
3660,0,1,1,1,2,2,1,2,0,679.25
3661,0,2,1,0,3,1,1,3,1,916.25
3662,1,2,1,0,2,2,1,3,1,984.00
3663,0,3,1,0,1,2,2,4,0,824.75
3664,0,1,1,0,2,3,1,4,0,1138.25
3665,0,3,1,0,3,2,2,4,0,1008.25
3666,0,2,1,0,2,1,1,4,1,847.00
3667,1,1,1,0,3,2,2,2,1,1763.00
3668,0,2,1,0,1,1,1,3,1,1088.25
3669,0,2,1,0,3,1,1,1,0,185.25
3670,0,3,1,0,3,2,2,5,1,1106.75
3671,1,2,1,0,2,2,1,2,1,158.50
3672,0,2,1,0,1,2,1,4,0,962.75
3673,0,3,2,0,2,2,1,2,1,1107.25
3674,0,2,2,0,3,3,1,4,1,873.00
3675,0,3,1,1,1,2,2,3,1,1066.75
3676,0,1,1,0,3,1,1,2,1,888.50
3677,0,2,1,0,3,1,1,4,1,907.75
3678,0,2,2,0,2,1,1,6,1,1087.00
3679,0,2,1,0,3,1,2,4,1,275.00
3680,0,2,1,0,3,1,1,2,0,1730.50
3681,0,2,1,1,1,2,1,3,1,915.75
3682,0,1,1,1,3,2,1,3,1,1056.50
3683,0,2,2,0,3,1,1,4,1,884.00
3684,0,2,1,0,1,2,1,2,1,1119.25
3685,0,2,1,0,2,2,1,4,1,1256.75
3686,0,1,1,0,3,2,1,3,1,232.50
3687,1,2,2,0,2,2,1,4,1,1040.00
3688,0,1,2,1,1,1,1,2,0,1042.25
3689,1,3,1,0,2,1,1,3,1,951.75
3690,0,2,1,0,2,1,1,5,1,1324.50
3691,0,1,2,0,1,2,1,3,1,1001.00
3692,0,1,1,0,1,3,2,2,0,724.25
3693,0,2,2,0,3,2,1,6,0,1152.75
3694,0,2,2,1,3,4,1,3,0,983.75
3695,0,3,1,0,3,2,2,5,0,1027.50
3696,0,1,1,0,3,2,1,4,1,1167.50
3697,0,1,1,0,1,2,2,3,1,655.25
3698,0,2,1,0,1,2,1,2,1,769.50
3699,0,1,1,0,3,2,1,4,1,1190.75
3700,0,3,2,0,1,1,2,4,1,740.50
3701,0,2,2,1,3,1,1,3,0,1125.00
3702,0,1,1,0,2,2,1,2,1,361.75
3703,1,2,1,0,3,1,1,4,0,1098.75
3704,0,1,1,0,2,3,1,5,1,1018.50
3705,1,2,1,0,3,1,1,4,1,1289.00
3706,0,3,1,0,3,1,1,3,1,1566.25
3707,0,3,2,0,3,1,1,3,0,1773.25
3708,0,3,1,0,2,2,1,2,0,1069.75
3709,0,2,1,0,3,1,1,4,1,179.25
3710,0,2,1,0,1,1,1,2,1,1079.00
3711,0,2,1,0,3,1,1,3,1,1042.00
3712,0,2,1,0,1,1,1,5,1,966.00
3713,0,1,2,0,2,1,2,4,0,1072.00
3714,0,2,2,0,2,2,1,3,1,746.00
3715,0,2,1,1,3,3,2,6,1,1196.25
3716,0,2,1,0,1,3,1,3,1,1098.50
3717,0,3,2,0,3,1,1,4,1,776.75
3718,0,2,1,0,3,1,1,3,1,1040.50
3719,0,3,1,0,2,2,1,4,1,1097.25
3720,0,2,1,0,2,2,1,2,1,1324.25
3721,0,2,1,0,2,2,1,1,0,209.75
3722,0,2,1,0,1,3,1,4,1,1069.25
3723,0,2,2,0,1,1,1,1,1,330.75
